ProductID,Name,SafetyStockLevel,ReorderPoint,StandardCost,ListPrice,ProductCategoryID
408,External Lock Washer 6,1000,750,0.00,0.00,
409,External Lock Washer 1,1000,750,0.00,0.00,
410,External Lock Washer 8,1000,750,0.00,0.00,
411,External Lock Washer 2,1000,750,0.00,0.00,
412,Internal Lock Washer 3,1000,750,0.00,0.00,
413,Internal Lock Washer 4,1000,750,0.00,0.00,
414,Internal Lock Washer 9,1000,750,0.00,0.00,
415,Internal Lock Washer 5,1000,750,0.00,0.00,
416,Internal Lock Washer 7,1000,750,0.00,0.00,
417,Internal Lock Washer 6,1000,750,0.00,0.00,
418,Internal Lock Washer 10,1000,750,0.00,0.00,
419,Internal Lock Washer 1,1000,750,0.00,0.00,
420,Internal Lock Washer 8,1000,750,0.00,0.00,
421,Internal Lock Washer 2,1000,750,0.00,0.00,
422,Thin-Jam Lock Nut 9,1000,750,0.00,0.00,
423,Thin-Jam Lock Nut 10,1000,750,0.00,0.00,
424,Thin-Jam Lock Nut 1,1000,750,0.00,0.00,
425,Thin-Jam Lock Nut 2,1000,750,0.00,0.00,
426,Thin-Jam Lock Nut 15,1000,750,0.00,0.00,
427,Thin-Jam Lock Nut 16,1000,750,0.00,0.00,
428,Thin-Jam Lock Nut 5,1000,750,0.00,0.00,
429,Thin-Jam Lock Nut 6,1000,750,0.00,0.00,
430,Thin-Jam Lock Nut 3,1000,750,0.00,0.00,
431,Thin-Jam Lock Nut 4,1000,750,0.00,0.00,
432,Thin-Jam Lock Nut 13,1000,750,0.00,0.00,
433,Thin-Jam Lock Nut 14,1000,750,0.00,0.00,
434,Thin-Jam Lock Nut 7,1000,750,0.00,0.00,
435,Thin-Jam Lock Nut 8,1000,750,0.00,0.00,
436,Thin-Jam Lock Nut 12,1000,750,0.00,0.00,
437,Thin-Jam Lock Nut 11,1000,750,0.00,0.00,
438,Lock Nut 5,1000,750,0.00,0.00,
439,Lock Nut 6,1000,750,0.00,0.00,
440,Lock Nut 16,1000,750,0.00,0.00,
441,Lock Nut 17,1000,750,0.00,0.00,
442,Lock Nut 7,1000,750,0.00,0.00,
443,Lock Nut 8,1000,750,0.00,0.00,
444,Lock Nut 9,1000,750,0.00,0.00,
445,Lock Nut 22,1000,750,0.00,0.00,
446,Lock Nut 23,1000,750,0.00,0.00,
447,Lock Nut 12,1000,750,0.00,0.00,
448,Lock Nut 13,1000,750,0.00,0.00,
449,Lock Nut 1,1000,750,0.00,0.00,
450,Lock Nut 10,1000,750,0.00,0.00,
451,Lock Nut 11,1000,750,0.00,0.00,
452,Lock Nut 2,1000,750,0.00,0.00,
453,Lock Nut 20,1000,750,0.00,0.00,
454,Lock Nut 21,1000,750,0.00,0.00,
455,Lock Nut 3,1000,750,0.00,0.00,
456,Lock Nut 14,1000,750,0.00,0.00,
457,Lock Nut 15,1000,750,0.00,0.00,
458,Lock Nut 4,1000,750,0.00,0.00,
459,Lock Nut 19,1000,750,0.00,0.00,
460,Lock Nut 18,1000,750,0.00,0.00,
461,Lock Ring,1000,750,0.00,0.00,
462,Lower Head Race,1000,750,0.00,0.00,
463,Lock Washer 4,1000,750,0.00,0.00,
464,Lock Washer 5,1000,750,0.00,0.00,
465,Lock Washer 10,1000,750,0.00,0.00,
466,Lock Washer 6,1000,750,0.00,0.00,
467,Lock Washer 13,1000,750,0.00,0.00,
468,Lock Washer 8,1000,750,0.00,0.00,
469,Lock Washer 1,1000,750,0.00,0.00,
470,Lock Washer 7,1000,750,0.00,0.00,
471,Lock Washer 12,1000,750,0.00,0.00,
472,Lock Washer 2,1000,750,0.00,0.00,
473,Lock Washer 9,1000,750,0.00,0.00,
474,Lock Washer 3,1000,750,0.00,0.00,
475,Lock Washer 11,1000,750,0.00,0.00,
476,Metal Angle,1000,750,0.00,0.00,
477,Metal Bar 1,1000,750,0.00,0.00,
478,Metal Bar 2,1000,750,0.00,0.00,
479,Metal Plate 2,1000,750,0.00,0.00,
480,Metal Plate 1,1000,750,0.00,0.00,
481,Metal Plate 3,1000,750,0.00,0.00,
482,Metal Sheet 2,1000,750,0.00,0.00,
483,Metal Sheet 3,1000,750,0.00,0.00,
484,Metal Sheet 7,1000,750,0.00,0.00,
485,Metal Sheet 4,1000,750,0.00,0.00,
486,Metal Sheet 5,1000,750,0.00,0.00,
487,Metal Sheet 6,1000,750,0.00,0.00,
488,Metal Sheet 1,1000,750,0.00,0.00,
489,Metal Tread Plate,1000,750,0.00,0.00,
490,LL Nipple,1000,750,0.00,0.00,
491,HL Nipple,1000,750,0.00,0.00,
492,Paint - Black,60,45,0.00,0.00,
493,Paint - Red,60,45,0.00,0.00,
494,Paint - Silver,60,45,0.00,0.00,
495,Paint - Blue,60,45,0.00,0.00,
496,Paint - Yellow,60,45,0.00,0.00,
497,Pinch Bolt,1000,750,0.00,0.00,
504,Cup-Shaped Race,1000,750,0.00,0.00,
505,Cone-Shaped Race,1000,750,0.00,0.00,
506,Reflector,1000,750,0.00,0.00,
507,LL Mountain Rim,800,600,0.00,0.00,
508,ML Mountain Rim,800,600,0.00,0.00,
509,HL Mountain Rim,800,600,0.00,0.00,
510,LL Road Rim,800,600,0.00,0.00,
511,ML Road Rim,800,600,0.00,0.00,
512,HL Road Rim,800,600,0.00,0.00,
513,Touring Rim,800,600,0.00,0.00,
514,LL Mountain Seat Assembly,500,375,98.77,133.34,
515,ML Mountain Seat Assembly,500,375,108.99,147.14,
516,HL Mountain Seat Assembly,500,375,145.87,196.92,
517,LL Road Seat Assembly,500,375,98.77,133.34,
518,ML Road Seat Assembly,500,375,108.99,147.14,
519,HL Road Seat Assembly,500,375,145.87,196.92,
520,LL Touring Seat Assembly,500,375,98.77,133.34,
521,ML Touring Seat Assembly,500,375,108.99,147.14,
522,HL Touring Seat Assembly,500,375,145.87,196.92,
523,LL Spindle/Axle,500,375,0.00,0.00,
524,HL Spindle/Axle,500,375,0.00,0.00,
525,LL Shell,800,600,0.00,0.00,
526,HL Shell,800,600,0.00,0.00,
527,Spokes,1000,750,0.00,0.00,
528,Seat Lug,1000,750,0.00,0.00,
529,Stem,500,375,0.00,0.00,
530,Seat Post,500,375,0.00,0.00,
531,Steerer,500,375,0.00,0.00,
532,Seat Stays,800,600,0.00,0.00,
533,Seat Tube,500,375,0.00,0.00,
534,Top Tube,500,375,0.00,0.00,
535,Tension Pulley,800,600,0.00,0.00,
679,Rear Derailleur Cage,500,375,0.00,0.00,
680,"HL Road Frame - Black, 58",500,375,1059.31,1431.50,14
706,"HL Road Frame - Red, 58",500,375,1059.31,1431.50,14
707,"Sport-100 Helmet, Red",4,3,13.0863,34.99,31
708,"Sport-100 Helmet, Black",4,3,13.0863,34.99,31
709,"Mountain Bike Socks, M",4,3,3.3963,9.50,23
710,"Mountain Bike Socks, L",4,3,3.3963,9.50,23
711,"Sport-100 Helmet, Blue",4,3,13.0863,34.99,31
712,AWC Logo Cap,4,3,6.9223,8.99,19
713,"Long-Sleeve Logo Jersey, S",4,3,38.4923,49.99,21
714,"Long-Sleeve Logo Jersey, M",4,3,38.4923,49.99,21
715,"Long-Sleeve Logo Jersey, L",4,3,38.4923,49.99,21
716,"Long-Sleeve Logo Jersey, XL",4,3,38.4923,49.99,21
717,"HL Road Frame - Red, 62",500,375,868.6342,1431.50,14
718,"HL Road Frame - Red, 44",500,375,868.6342,1431.50,14
719,"HL Road Frame - Red, 48",500,375,868.6342,1431.50,14
720,"HL Road Frame - Red, 52",500,375,868.6342,1431.50,14
721,"HL Road Frame - Red, 56",500,375,868.6342,1431.50,14
722,"LL Road Frame - Black, 58",500,375,204.6251,337.22,14
723,"LL Road Frame - Black, 60",500,375,204.6251,337.22,14
724,"LL Road Frame - Black, 62",500,375,204.6251,337.22,14
725,"LL Road Frame - Red, 44",500,375,187.1571,337.22,14
726,"LL Road Frame - Red, 48",500,375,187.1571,337.22,14
727,"LL Road Frame - Red, 52",500,375,187.1571,337.22,14
728,"LL Road Frame - Red, 58",500,375,187.1571,337.22,14
729,"LL Road Frame - Red, 60",500,375,187.1571,337.22,14
730,"LL Road Frame - Red, 62",500,375,187.1571,337.22,14
731,"ML Road Frame - Red, 44",500,375,352.1394,594.83,14
732,"ML Road Frame - Red, 48",500,375,352.1394,594.83,14
733,"ML Road Frame - Red, 52",500,375,352.1394,594.83,14
734,"ML Road Frame - Red, 58",500,375,352.1394,594.83,14
735,"ML Road Frame - Red, 60",500,375,352.1394,594.83,14
736,"LL Road Frame - Black, 44",500,375,204.6251,337.22,14
737,"LL Road Frame - Black, 48",500,375,204.6251,337.22,14
738,"LL Road Frame - Black, 52",500,375,204.6251,337.22,14
739,"HL Mountain Frame - Silver, 42",500,375,747.2002,1364.50,12
740,"HL Mountain Frame - Silver, 44",500,375,706.811,1364.50,12
741,"HL Mountain Frame - Silver, 48",500,375,706.811,1364.50,12
742,"HL Mountain Frame - Silver, 46",500,375,747.2002,1364.50,12
743,"HL Mountain Frame - Black, 42",500,375,739.041,1349.60,12
744,"HL Mountain Frame - Black, 44",500,375,699.0928,1349.60,12
745,"HL Mountain Frame - Black, 48",500,375,699.0928,1349.60,12
746,"HL Mountain Frame - Black, 46",500,375,739.041,1349.60,12
747,"HL Mountain Frame - Black, 38",500,375,739.041,1349.60,12
748,"HL Mountain Frame - Silver, 38",500,375,747.2002,1364.50,12
749,"Road-150 Red, 62",100,75,2171.2942,3578.27,2
750,"Road-150 Red, 44",100,75,2171.2942,3578.27,2
751,"Road-150 Red, 48",100,75,2171.2942,3578.27,2
752,"Road-150 Red, 52",100,75,2171.2942,3578.27,2
753,"Road-150 Red, 56",100,75,2171.2942,3578.27,2
754,"Road-450 Red, 58",100,75,884.7083,1457.99,2
755,"Road-450 Red, 60",100,75,884.7083,1457.99,2
756,"Road-450 Red, 44",100,75,884.7083,1457.99,2
757,"Road-450 Red, 48",100,75,884.7083,1457.99,2
758,"Road-450 Red, 52",100,75,884.7083,1457.99,2
759,"Road-650 Red, 58",100,75,486.7066,782.99,2
760,"Road-650 Red, 60",100,75,486.7066,782.99,2
761,"Road-650 Red, 62",100,75,486.7066,782.99,2
762,"Road-650 Red, 44",100,75,486.7066,782.99,2
763,"Road-650 Red, 48",100,75,486.7066,782.99,2
764,"Road-650 Red, 52",100,75,486.7066,782.99,2
765,"Road-650 Black, 58",100,75,486.7066,782.99,2
766,"Road-650 Black, 60",100,75,486.7066,782.99,2
767,"Road-650 Black, 62",100,75,486.7066,782.99,2
768,"Road-650 Black, 44",100,75,486.7066,782.99,2
769,"Road-650 Black, 48",100,75,486.7066,782.99,2
770,"Road-650 Black, 52",100,75,486.7066,782.99,2
771,"Mountain-100 Silver, 38",100,75,1912.1544,3399.99,1
772,"Mountain-100 Silver, 42",100,75,1912.1544,3399.99,1
773,"Mountain-100 Silver, 44",100,75,1912.1544,3399.99,1
774,"Mountain-100 Silver, 48",100,75,1912.1544,3399.99,1
775,"Mountain-100 Black, 38",100,75,1898.0944,3374.99,1
776,"Mountain-100 Black, 42",100,75,1898.0944,3374.99,1
777,"Mountain-100 Black, 44",100,75,1898.0944,3374.99,1
778,"Mountain-100 Black, 48",100,75,1898.0944,3374.99,1
779,"Mountain-200 Silver, 38",100,75,1265.6195,2319.99,1
780,"Mountain-200 Silver, 42",100,75,1265.6195,2319.99,1
781,"Mountain-200 Silver, 46",100,75,1265.6195,2319.99,1
782,"Mountain-200 Black, 38",100,75,1251.9813,2294.99,1
783,"Mountain-200 Black, 42",100,75,1251.9813,2294.99,1
784,"Mountain-200 Black, 46",100,75,1251.9813,2294.99,1
785,"Mountain-300 Black, 38",100,75,598.4354,1079.99,1
786,"Mountain-300 Black, 40",100,75,598.4354,1079.99,1
787,"Mountain-300 Black, 44",100,75,598.4354,1079.99,1
788,"Mountain-300 Black, 48",100,75,598.4354,1079.99,1
789,"Road-250 Red, 44",100,75,1518.7864,2443.35,2
790,"Road-250 Red, 48",100,75,1518.7864,2443.35,2
791,"Road-250 Red, 52",100,75,1518.7864,2443.35,2
792,"Road-250 Red, 58",100,75,1554.9479,2443.35,2
793,"Road-250 Black, 44",100,75,1554.9479,2443.35,2
794,"Road-250 Black, 48",100,75,1554.9479,2443.35,2
795,"Road-250 Black, 52",100,75,1554.9479,2443.35,2
796,"Road-250 Black, 58",100,75,1554.9479,2443.35,2
797,"Road-550-W Yellow, 38",100,75,713.0798,1120.49,2
798,"Road-550-W Yellow, 40",100,75,713.0798,1120.49,2
799,"Road-550-W Yellow, 42",100,75,713.0798,1120.49,2
800,"Road-550-W Yellow, 44",100,75,713.0798,1120.49,2
801,"Road-550-W Yellow, 48",100,75,713.0798,1120.49,2
802,LL Fork,500,375,65.8097,148.22,10
803,ML Fork,500,375,77.9176,175.49,10
804,HL Fork,500,375,101.8936,229.49,10
805,LL Headset,500,375,15.1848,34.20,11
806,ML Headset,500,375,45.4168,102.29,11
807,HL Headset,500,375,55.3801,124.73,11
808,LL Mountain Handlebars,500,375,19.7758,44.54,4
809,ML Mountain Handlebars,500,375,27.4925,61.92,4
810,HL Mountain Handlebars,500,375,53.3999,120.27,4
811,LL Road Handlebars,500,375,19.7758,44.54,4
812,ML Road Handlebars,500,375,27.4925,61.92,4
813,HL Road Handlebars,500,375,53.3999,120.27,4
814,"ML Mountain Frame - Black, 38",500,375,185.8193,348.76,12
815,LL Mountain Front Wheel,500,375,26.9708,60.745,17
816,ML Mountain Front Wheel,500,375,92.8071,209.025,17
817,HL Mountain Front Wheel,500,375,133.2955,300.215,17
818,LL Road Front Wheel,500,375,37.9909,85.565,17
819,ML Road Front Wheel,500,375,110.2829,248.385,17
820,HL Road Front Wheel,500,375,146.5466,330.06,17
821,Touring Front Wheel,500,375,96.7964,218.01,17
822,"ML Road Frame-W - Yellow, 38",500,375,360.9428,594.83,14
823,LL Mountain Rear Wheel,500,375,38.9588,87.745,17
824,ML Mountain Rear Wheel,500,375,104.7951,236.025,17
825,HL Mountain Rear Wheel,500,375,145.2835,327.215,17
826,LL Road Rear Wheel,500,375,49.9789,112.565,17
827,ML Road Rear Wheel,500,375,122.2709,275.385,17
828,HL Road Rear Wheel,500,375,158.5346,357.06,17
829,Touring Rear Wheel,500,375,108.7844,245.01,17
830,"ML Mountain Frame - Black, 40",500,375,185.8193,348.76,12
831,"ML Mountain Frame - Black, 44",500,375,185.8193,348.76,12
832,"ML Mountain Frame - Black, 48",500,375,185.8193,348.76,12
833,"ML Road Frame-W - Yellow, 40",500,375,360.9428,594.83,14
834,"ML Road Frame-W - Yellow, 42",500,375,360.9428,594.83,14
835,"ML Road Frame-W - Yellow, 44",500,375,360.9428,594.83,14
836,"ML Road Frame-W - Yellow, 48",500,375,360.9428,594.83,14
837,"HL Road Frame - Black, 62",500,375,868.6342,1431.50,14
838,"HL Road Frame - Black, 44",500,375,868.6342,1431.50,14
839,"HL Road Frame - Black, 48",500,375,868.6342,1431.50,14
840,"HL Road Frame - Black, 52",500,375,868.6342,1431.50,14
841,"Men's Sports Shorts, S",4,3,24.7459,59.99,22
842,"Touring-Panniers, Large",4,3,51.5625,125.00,35
843,Cable Lock,4,3,10.3125,25.00,34
844,Minipump,4,3,8.2459,19.99,36
845,Mountain Pump,4,3,10.3084,24.99,36
846,Taillights - Battery-Powered,4,3,5.7709,13.99,33
847,Headlights - Dual-Beam,4,3,14.4334,34.99,33
848,Headlights - Weatherproof,4,3,18.5584,44.99,33
849,"Men's Sports Shorts, M",4,3,24.7459,59.99,22
850,"Men's Sports Shorts, L",4,3,24.7459,59.99,22
851,"Men's Sports Shorts, XL",4,3,24.7459,59.99,22
852,"Women's Tights, S",4,3,30.9334,74.99,24
853,"Women's Tights, M",4,3,30.9334,74.99,24
854,"Women's Tights, L",4,3,30.9334,74.99,24
855,"Men's Bib-Shorts, S",4,3,37.1209,89.99,18
856,"Men's Bib-Shorts, M",4,3,37.1209,89.99,18
857,"Men's Bib-Shorts, L",4,3,37.1209,89.99,18
858,"Half-Finger Gloves, S",4,3,9.1593,24.49,20
859,"Half-Finger Gloves, M",4,3,9.1593,24.49,20
860,"Half-Finger Gloves, L",4,3,9.1593,24.49,20
861,"Full-Finger Gloves, S",4,3,15.6709,37.99,20
862,"Full-Finger Gloves, M",4,3,15.6709,37.99,20
863,"Full-Finger Gloves, L",4,3,15.6709,37.99,20
864,"Classic Vest, S",4,3,23.749,63.50,25
865,"Classic Vest, M",4,3,23.749,63.50,25
866,"Classic Vest, L",4,3,23.749,63.50,25
867,"Women's Mountain Shorts, S",4,3,26.1763,69.99,22
868,"Women's Mountain Shorts, M",4,3,26.1763,69.99,22
869,"Women's Mountain Shorts, L",4,3,26.1763,69.99,22
870,Water Bottle - 30 oz.,4,3,1.8663,4.99,28
871,Mountain Bottle Cage,4,3,3.7363,9.99,28
872,Road Bottle Cage,4,3,3.3623,8.99,28
873,Patch Kit/8 Patches,4,3,0.8565,2.29,37
874,"Racing Socks, M",4,3,3.3623,8.99,23
875,"Racing Socks, L",4,3,3.3623,8.99,23
876,Hitch Rack - 4-Bike,4,3,44.88,120.00,26
877,Bike Wash - Dissolver,4,3,2.9733,7.95,29
878,Fender Set - Mountain,4,3,8.2205,21.98,30
879,All-Purpose Bike Stand,4,3,59.466,159.00,27
880,Hydration Pack - 70 oz.,4,3,20.5663,54.99,32
881,"Short-Sleeve Classic Jersey, S",4,3,41.5723,53.99,21
882,"Short-Sleeve Classic Jersey, M",4,3,41.5723,53.99,21
883,"Short-Sleeve Classic Jersey, L",4,3,41.5723,53.99,21
884,"Short-Sleeve Classic Jersey, XL",4,3,41.5723,53.99,21
885,"HL Touring Frame - Yellow, 60",500,375,601.7437,1003.91,16
886,"LL Touring Frame - Yellow, 62",500,375,199.8519,333.42,16
887,"HL Touring Frame - Yellow, 46",500,375,601.7437,1003.91,16
888,"HL Touring Frame - Yellow, 50",500,375,601.7437,1003.91,16
889,"HL Touring Frame - Yellow, 54",500,375,601.7437,1003.91,16
890,"HL Touring Frame - Blue, 46",500,375,601.7437,1003.91,16
891,"HL Touring Frame - Blue, 50",500,375,601.7437,1003.91,16
892,"HL Touring Frame - Blue, 54",500,375,601.7437,1003.91,16
893,"HL Touring Frame - Blue, 60",500,375,601.7437,1003.91,16
894,Rear Derailleur,500,375,53.9282,121.46,9
895,"LL Touring Frame - Blue, 50",500,375,199.8519,333.42,16
896,"LL Touring Frame - Blue, 54",500,375,199.8519,333.42,16
897,"LL Touring Frame - Blue, 58",500,375,199.8519,333.42,16
898,"LL Touring Frame - Blue, 62",500,375,199.8519,333.42,16
899,"LL Touring Frame - Yellow, 44",500,375,199.8519,333.42,16
900,"LL Touring Frame - Yellow, 50",500,375,199.8519,333.42,16
901,"LL Touring Frame - Yellow, 54",500,375,199.8519,333.42,16
902,"LL Touring Frame - Yellow, 58",500,375,199.8519,333.42,16
903,"LL Touring Frame - Blue, 44",500,375,199.8519,333.42,16
904,"ML Mountain Frame-W - Silver, 40",500,375,199.3757,364.09,12
905,"ML Mountain Frame-W - Silver, 42",500,375,199.3757,364.09,12
906,"ML Mountain Frame-W - Silver, 46",500,375,199.3757,364.09,12
907,Rear Brakes,500,375,47.286,106.50,6
908,LL Mountain Seat/Saddle,500,375,12.0413,27.12,15
909,ML Mountain Seat/Saddle,500,375,17.3782,39.14,15
910,HL Mountain Seat/Saddle,500,375,23.3722,52.64,15
911,LL Road Seat/Saddle,500,375,12.0413,27.12,15
912,ML Road Seat/Saddle,500,375,17.3782,39.14,15
913,HL Road Seat/Saddle,500,375,23.3722,52.64,15
914,LL Touring Seat/Saddle,500,375,12.0413,27.12,15
915,ML Touring Seat/Saddle,500,375,17.3782,39.14,15
916,HL Touring Seat/Saddle,500,375,23.3722,52.64,15
917,"LL Mountain Frame - Silver, 42",500,375,144.5938,264.05,12
918,"LL Mountain Frame - Silver, 44",500,375,144.5938,264.05,12
919,"LL Mountain Frame - Silver, 48",500,375,144.5938,264.05,12
920,"LL Mountain Frame - Silver, 52",500,375,144.5938,264.05,12
921,Mountain Tire Tube,500,375,1.8663,4.99,37
922,Road Tire Tube,500,375,1.4923,3.99,37
923,Touring Tire Tube,500,375,1.8663,4.99,37
924,"LL Mountain Frame - Black, 42",500,375,136.785,249.79,12
925,"LL Mountain Frame - Black, 44",500,375,136.785,249.79,12
926,"LL Mountain Frame - Black, 48",500,375,136.785,249.79,12
927,"LL Mountain Frame - Black, 52",500,375,136.785,249.79,12
928,LL Mountain Tire,500,375,9.3463,24.99,37
929,ML Mountain Tire,500,375,11.2163,29.99,37
930,HL Mountain Tire,500,375,13.09,35.00,37
931,LL Road Tire,500,375,8.0373,21.49,37
932,ML Road Tire,500,375,9.3463,24.99,37
933,HL Road Tire,500,375,12.1924,32.60,37
934,Touring Tire,500,375,10.8423,28.99,37
935,LL Mountain Pedal,500,375,17.9776,40.49,13
936,ML Mountain Pedal,500,375,27.568,62.09,13
937,HL Mountain Pedal,500,375,35.9596,80.99,13
938,LL Road Pedal,500,375,17.9776,40.49,13
939,ML Road Pedal,500,375,27.568,62.09,13
940,HL Road Pedal,500,375,35.9596,80.99,13
941,Touring Pedal,500,375,35.9596,80.99,13
942,"ML Mountain Frame-W - Silver, 38",500,375,199.3757,364.09,12
943,"LL Mountain Frame - Black, 40",500,375,136.785,249.79,12
944,"LL Mountain Frame - Silver, 40",500,375,144.5938,264.05,12
945,Front Derailleur,500,375,40.6216,91.49,9
946,LL Touring Handlebars,500,375,20.464,46.09,4
947,HL Touring Handlebars,500,375,40.6571,91.57,4
948,Front Brakes,500,375,47.286,106.50,6
949,LL Crankset,500,375,77.9176,175.49,8
950,ML Crankset,500,375,113.8816,256.49,8
951,HL Crankset,500,375,179.8156,404.99,8
952,Chain,500,375,8.9866,20.24,7
953,"Touring-2000 Blue, 60",100,75,755.1508,1214.85,3
954,"Touring-1000 Yellow, 46",100,75,1481.9379,2384.07,3
955,"Touring-1000 Yellow, 50",100,75,1481.9379,2384.07,3
956,"Touring-1000 Yellow, 54",100,75,1481.9379,2384.07,3
957,"Touring-1000 Yellow, 60",100,75,1481.9379,2384.07,3
958,"Touring-3000 Blue, 54",100,75,461.4448,742.35,3
959,"Touring-3000 Blue, 58",100,75,461.4448,742.35,3
960,"Touring-3000 Blue, 62",100,75,461.4448,742.35,3
961,"Touring-3000 Yellow, 44",100,75,461.4448,742.35,3
962,"Touring-3000 Yellow, 50",100,75,461.4448,742.35,3
963,"Touring-3000 Yellow, 54",100,75,461.4448,742.35,3
964,"Touring-3000 Yellow, 58",100,75,461.4448,742.35,3
965,"Touring-3000 Yellow, 62",100,75,461.4448,742.35,3
966,"Touring-1000 Blue, 46",100,75,1481.9379,2384.07,3
967,"Touring-1000 Blue, 50",100,75,1481.9379,2384.07,3
968,"Touring-1000 Blue, 54",100,75,1481.9379,2384.07,3
969,"Touring-1000 Blue, 60",100,75,1481.9379,2384.07,3
970,"Touring-2000 Blue, 46",100,75,755.1508,1214.85,3
971,"Touring-2000 Blue, 50",100,75,755.1508,1214.85,3
972,"Touring-2000 Blue, 54",100,75,755.1508,1214.85,3
973,"Road-350-W Yellow, 40",100,75,1082.51,1700.99,2
974,"Road-350-W Yellow, 42",100,75,1082.51,1700.99,2
975,"Road-350-W Yellow, 44",100,75,1082.51,1700.99,2
976,"Road-350-W Yellow, 48",100,75,1082.51,1700.99,2
