CustomerID,PersonID
599,
600,
601,
602,
603,
604,
605,
606,
607,
608,
609,
610,
611,
612,
613,
614,
615,
616,
617,
618,
619,
620,
621,
622,
623,
624,
625,
626,
627,
628,
629,
630,
631,
632,
633,
634,
635,
636,
637,
638,
639,
640,
641,
642,
643,
644,
645,
646,
647,
648,
649,
650,
651,
652,
653,
654,
655,
656,
657,
658,
659,
660,
661,
662,
663,
664,
665,
666,
667,
668,
669,
670,
671,
672,
673,
674,
675,
676,
677,
678,
679,
680,
681,
682,
683,
684,
685,
686,
687,
688,
689,
690,
691,
692,
693,
694,
695,
696,
697,
698,
699,
700,
701,
11000,13531
11001,5454
11002,11269
11003,11358
11004,11901
11005,6990
11006,6229
11007,3878
11008,14673
11009,20229
11010,6377
11011,18258
11012,11663
11013,13873
11014,2868
11015,10963
11016,3800
11017,2521
11018,7394
11019,5132
11020,17128
11021,11489
11022,6522
11023,4373
11024,16843
11025,12565
11026,2857
11027,5526
11028,15088
11029,15638
11030,17272
11031,13917
11032,16240
11033,9475
11034,9657
11035,13948
11036,20539
11037,11014
11038,18643
11039,15676
11040,15080
11041,9940
11042,19075
11043,5960
11044,5244
11045,5225
11046,19870
11047,12928
11048,13513
11049,8749
11050,17337
11051,18655
11052,15276
11053,7430
11054,9790
11055,9489
11056,8428
11057,16962
11058,15681
11059,8960
11060,13542
11061,18220
11062,6096
11063,8821
11064,15436
11065,3510
11066,19662
11067,16424
11068,2676
11069,10008
11070,13417
11071,13827
11072,16284
11073,20712
11074,7914
11075,14267
11076,4157
11077,17455
11078,15039
11079,20058
11080,14268
11081,10369
11082,7672
11083,20135
11084,4281
11085,12219
11086,17979
11087,11871
11088,17897
11089,3950
11090,12846
11091,4515
11092,6174
11093,5827
11094,3504
11095,20332
11096,5114
11097,13205
11098,5986
11099,5231
11100,6138
11101,17810
11102,9866
11103,8905
11104,8139
11105,15430
11106,5510
11107,4781
11108,10536
11109,11186
11110,18247
11111,10647
11112,20739
11113,14592
11114,18519
11115,4765
11116,14638
11117,20526
11118,4788
11119,14595
11120,6073
11121,19001
11122,19748
11123,19185
11124,11743
11125,17820
11126,17105
11127,9367
11128,12533
11129,10538
11130,6801
11131,3003
11132,8490
11133,7681
11134,18439
11135,4624
11136,19196
11137,11395
11138,11623
11139,14017
11140,13623
11141,19930
11142,13742
11143,6401
11144,4268
11145,19848
11146,3532
11147,6463
11148,11820
11149,6747
11150,16842
11151,14076
11152,17585
11153,8391
11154,11703
11155,17211
11156,9548
11157,13038
11158,17031
11159,19259
11160,9050
11161,12985
11162,14792
11163,5872
11164,14151
11165,7251
11166,12441
11167,19844
11168,18143
11169,14713
11170,3164
11171,16623
11172,10282
11173,12474
11174,19012
11175,5468
11176,15994
11177,5651
11178,17696
11179,16169
11180,20564
11181,4935
11182,3087
11183,11425
11184,18783
11185,12569
11186,12608
11187,20457
11188,9002
11189,14459
11190,13265
11191,10722
11192,17599
11193,14519
11194,7727
11195,19140
11196,2800
11197,9000
11198,8052
11199,7729
11200,5409
11201,3054
11202,7092
11203,5463
11204,20019
11205,18028
11206,13604
11207,8512
11208,3225
11209,9318
11210,13628
11211,12549
11212,9700
11213,3074
11214,4847
11215,7440
11216,19820
11217,10262
11218,11750
11219,15531
11220,2477
11221,5941
11222,2773
11223,3197
11224,2656
11225,12350
11226,2873
11227,11590
11228,12412
11229,15841
11230,9612
11231,17885
11232,3210
11233,18194
11234,3686
11235,15802
11236,13521
11237,7511
11238,3392
11239,16405
11240,14359
11241,2436
11242,18425
11243,13712
11244,12751
11245,15603
11246,6162
11247,5863
11248,12887
11249,7289
11250,2526
11251,13411
11252,19006
11253,17012
11254,15887
11255,13436
11256,10472
11257,7742
11258,4422
11259,19376
11260,7966
11261,9398
11262,20532
11263,8473
11264,5022
11265,11905
11266,3560
11267,6679
11268,9972
11269,6565
11270,17332
11271,9120
11272,11652
11273,5982
11274,5755
11275,11516
11276,15449
11277,4855
11278,16067
11279,2996
11280,15746
11281,19134
11282,18134
11283,10416
11284,13914
11285,3992
11286,6067
11287,15978
11288,7340
11289,9943
11290,9500
11291,10573
11292,4363
11293,5643
11294,4480
11295,12166
11296,3390
11297,6090
11298,13588
11299,18920
11300,13098
11301,17545
11302,13173
11303,20393
11304,11060
11305,15658
11306,6569
11307,17232
11308,13892
11309,11837
11310,8059
11311,10634
11312,8443
11313,12824
11314,7316
11315,3165
11316,17567
11317,19474
11318,12090
11319,8869
11320,10675
11321,8078
11322,10780
11323,6205
11324,18495
11325,5887
11326,12845
11327,12429
11328,13353
11329,2731
11330,17961
11331,12526
11332,9820
11333,12230
11334,11435
11335,7551
11336,17116
11337,7701
11338,18341
11339,17934
11340,16870
11341,18181
11342,10772
11343,10977
11344,5432
11345,13748
11346,9801
11347,11160
11348,20395
11349,4543
11350,4840
11351,14384
11352,19484
11353,17884
11354,9822
11355,14813
11356,4274
11357,6416
11358,19727
11359,2917
11360,6819
11361,18498
11362,13039
11363,13323
11364,9381
11365,17557
11366,7583
11367,9186
11368,4235
11369,8939
11370,19778
11371,11293
11372,13938
11373,4491
11374,15673
11375,16715
11376,14864
11377,1699
11378,2542
11379,19036
11380,17133
11381,10600
11382,13644
11383,10118
11384,2654
11385,4106
11386,12952
11387,19112
11388,18946
11389,5144
11390,19898
11391,19816
11392,13350
11393,4156
11394,20196
11395,6089
11396,4742
11397,16386
11398,13507
11399,15375
11400,8578
11401,13814
11402,12088
11403,15467
11404,11679
11405,3725
11406,16378
11407,16780
11408,10237
11409,7768
11410,9086
11411,14287
11412,2903
11413,19074
11414,14749
11415,18184
11416,16361
11417,12395
11418,12831
11419,16758
11420,16035
11421,20718
11422,2552
11423,19791
11424,15561
11425,8250
11426,16113
11427,13861
11428,9769
11429,3885
11430,16287
11431,3933
11432,7484
11433,9067
11434,16076
11435,13722
11436,3558
11437,2791
11438,11514
11439,6238
11440,7806
11441,18688
11442,18944
11443,19677
11444,16207
11445,10473
11446,17293
11447,10086
11448,5746
11449,4748
11450,19514
11451,11260
11452,18727
11453,4028
11454,14065
11455,11827
11456,13559
11457,7065
11458,4775
11459,8607
11460,4392
11461,19233
11462,2393
11463,12037
11464,12478
11465,13084
11466,9266
11467,10149
11468,12983
11469,13219
11470,10358
11471,6159
11472,2614
11473,19642
11474,4368
11475,3829
11476,18701
11477,12874
11478,15732
11479,5624
11480,12283
11481,2492
11482,7115
11483,9182
11484,2965
11485,20025
11486,9063
11487,11167
11488,8034
11489,8865
11490,14781
11491,16087
11492,4279
11493,12161
11494,15646
11495,2416
11496,19051
11497,16359
11498,10006
11499,11641
11500,12637
11501,19762
11502,14431
11503,17896
11504,10353
11505,19853
11506,18984
11507,2661
11508,11912
11509,12214
11510,4361
11511,5541
11512,9713
11513,20136
11514,13483
11515,2528
11516,7322
11517,2982
11518,13649
11519,7703
11520,9228
11521,8193
11522,6762
11523,4785
11524,11540
11525,9187
11526,2988
11527,10226
11528,7200
11529,6261
11530,18892
11531,4431
11532,11625
11533,9698
11534,17549
11535,4974
11536,6482
11537,12944
11538,11443
11539,6616
11540,6627
11541,12902
11542,12528
11543,8695
11544,20089
11545,7767
11546,19884
11547,7298
11548,19486
11549,20772
11550,6061
11551,19979
11552,6707
11553,8511
11554,2894
11555,7606
11556,4286
11557,14296
11558,8176
11559,7880
11560,18895
11561,13630
11562,2943
11563,3819
11564,18319
11565,19267
11566,20542
11567,7573
11568,7117
11569,15794
11570,20585
11571,20074
11572,15739
11573,7211
11574,3489
11575,16181
11576,5358
11577,6264
11578,4728
11579,12669
11580,4387
11581,7287
11582,5880
11583,3487
11584,4977
11585,10523
11586,6624
11587,5813
11588,15427
11589,9631
11590,18690
11591,17608
11592,8368
11593,6946
11594,20477
11595,14858
11596,13309
11597,18208
11598,10626
11599,16764
11600,13837
11601,8185
11602,18443
11603,8306
11604,8166
11605,15265
11606,17081
11607,14613
11608,3816
11609,5462
11610,4217
11611,6464
11612,20506
11613,10595
11614,16339
11615,20497
11616,16315
11617,14123
11618,14550
11619,10400
11620,11700
11621,17479
11622,17510
11623,7657
11624,17967
11625,18446
11626,20004
11627,14524
11628,8075
11629,17189
11630,3424
11631,13182
11632,2806
11633,17416
11634,15742
11635,8357
11636,8524
11637,10425
11638,13202
11639,7142
11640,11577
11641,6387
11642,20730
11643,17343
11644,14361
11645,9621
11646,3680
11647,18152
11648,16534
11649,4707
11650,5569
11651,19675
11652,6017
11653,2856
11654,9515
11655,11900
11656,10076
11657,19100
11658,16477
11659,4118
11660,7290
11661,14047
11662,6530
11663,4296
11664,20121
11665,6256
11666,16228
11667,4154
11668,9426
11669,2601
11670,7741
11671,12085
11672,20340
11673,17757
11674,20654
11675,4939
11676,17338
11677,4875
11678,17065
11679,14759
11680,9915
11681,12038
11682,11162
11683,17902
11684,4992
11685,5663
11686,15699
11687,14358
11688,19380
11689,13902
11690,6793
11691,11127
11692,5560
11693,3220
11694,14510
11695,16144
11696,9743
11697,5037
11698,17175
11699,14424
11700,14757
11701,6680
11702,11449
11703,10372
11704,17046
11705,8469
11706,4205
11707,2688
11708,11902
11709,9400
11710,8301
11711,18668
11712,9076
11713,5770
11714,7617
11715,11016
11716,14173
11717,4607
11718,12460
11719,4193
11720,20651
11721,20538
11722,13337
11723,5637
11724,16417
11725,5675
11726,5366
11727,18039
11728,17765
11729,16170
11730,19515
11731,14035
11732,3007
11733,10698
11734,12677
11735,2858
11736,15260
11737,11688
11738,5910
11739,17109
11740,10889
11741,11916
11742,4261
11743,14185
11744,9722
11745,9861
11746,14163
11747,11484
11748,4189
11749,5018
11750,16366
11751,19466
11752,19064
11753,14305
11754,6276
11755,13399
11756,13838
11757,17976
11758,13490
11759,12237
11760,16854
11761,8150
11762,14940
11763,11773
11764,5718
11765,15703
11766,15424
11767,7199
11768,12659
11769,10448
11770,20429
11771,15199
11772,17651
11773,13313
11774,19480
11775,9561
11776,4357
11777,7279
11778,3416
11779,12475
11780,3530
11781,14463
11782,11607
11783,10020
11784,16021
11785,6721
11786,15123
11787,16921
11788,20045
11789,9683
11790,16313
11791,14954
11792,7104
11793,15408
11794,19035
11795,11448
11796,7476
11797,13697
11798,9354
11799,5506
11800,10319
11801,5529
11802,12326
11803,10470
11804,9605
11805,4575
11806,20438
11807,4824
11808,16202
11809,14495
11810,13210
11811,3945
11812,18898
11813,19150
11814,14990
11815,13043
11816,11061
11817,11176
11818,18580
11819,5679
11820,10662
11821,18122
11822,11562
11823,9584
11824,11407
11825,5842
11826,5505
11827,10364
11828,10835
11829,9735
11830,12155
11831,6749
11832,8796
11833,13361
11834,13117
11835,5912
11836,14352
11837,3445
11838,18096
11839,18537
11840,13336
11841,16376
11842,18055
11843,11419
11844,9004
11845,11256
11846,9112
11847,6847
11848,18803
11849,9164
11850,8313
11851,10025
11852,5763
11853,11299
11854,16500
11855,18115
11856,4339
11857,10976
11858,5140
11859,4171
11860,11474
11861,9939
11862,19324
11863,3506
11864,11924
11865,20251
11866,4821
11867,14007
11868,3490
11869,10258
11870,15325
11871,13447
11872,7820
11873,6577
11874,15032
11875,17570
11876,12332
11877,12783
11878,19889
11879,8124
11880,8983
11881,4582
11882,15819
11883,12286
11884,16373
11885,4150
11886,9814
11887,18936
11888,5483
11889,13601
11890,18913
11891,2460
11892,7031
11893,18982
11894,7273
11895,2569
11896,18353
11897,18715
11898,7653
11899,15392
11900,19815
11901,18606
11902,9225
11903,4625
11904,9177
11905,14533
11906,8021
11907,12483
11908,12848
11909,16581
11910,12949
11911,15490
11912,15494
11913,1700
11914,7205
11915,19213
11916,11011
11917,11181
11918,10119
11919,2844
11920,7095
11921,8945
11922,17604
11923,12641
11924,13878
11925,8958
11926,13751
11927,19899
11928,20753
11929,7623
11930,12990
11931,4658
11932,12664
11933,14552
11934,6648
11935,12095
11936,17220
11937,4981
11938,13987
11939,5807
11940,18552
11941,15979
11942,20219
11943,12160
11944,15521
11945,17894
11946,18853
11947,11470
11948,8619
11949,20374
11950,9958
11951,12363
11952,1701
11953,10570
11954,18955
11955,16735
11956,8063
11957,10458
11958,6999
11959,11909
11960,7462
11961,14360
11962,9537
11963,13206
11964,1719
11965,20597
11966,12892
11967,6133
11968,16533
11969,18160
11970,9418
11971,10274
11972,10801
11973,6775
11974,18164
11975,11505
11976,6046
11977,3698
11978,5340
11979,18663
11980,8470
11981,8596
11982,2817
11983,6219
11984,16188
11985,8130
11986,2679
11987,15645
11988,19923
11989,16579
11990,13991
11991,7887
11992,8474
11993,4943
11994,17475
11995,2910
11996,18980
11997,19687
11998,4653
11999,17056
12000,12599
12001,2527
12002,3184
12003,6013
12004,2900
12005,9190
12006,13771
12007,2538
12008,8515
12009,7270
12010,2707
12011,11165
12012,19550
12013,11983
12014,14263
12015,18696
12016,10660
12017,6671
12018,13696
12019,3309
12020,19296
12021,8843
12022,17151
12023,3834
12024,15668
12025,6475
12026,13926
12027,3409
12028,12491
12029,10125
12030,7451
12031,5932
12032,18598
12033,2515
12034,13335
12035,11846
12036,3053
12037,19655
12038,20188
12039,17024
12040,14369
12041,4319
12042,16451
12043,13252
12044,10639
12045,5459
12046,9183
12047,10707
12048,12710
12049,7680
12050,16923
12051,16779
12052,8649
12053,3480
12054,5118
12055,8483
12056,14312
12057,9407
12058,9864
12059,5384
12060,18889
12061,14130
12062,13643
12063,4400
12064,18352
12065,15786
12066,13680
12067,5504
12068,3271
12069,14197
12070,5632
12071,17259
12072,12863
12073,17404
12074,19144
12075,6318
12076,20315
12077,19942
12078,15677
12079,14653
12080,19585
12081,10039
12082,3690
12083,12733
12084,12909
12085,18637
12086,12255
12087,15495
12088,11648
12089,14716
12090,9974
12091,6676
12092,18239
12093,7898
12094,8831
12095,6269
12096,7924
12097,16912
12098,11326
12099,10796
12100,13555
12101,6457
12102,13714
12103,11594
12104,8079
12105,12199
12106,16230
12107,5963
12108,17664
12109,20738
12110,4805
12111,7760
12112,7697
12113,5951
12114,14738
12115,20254
12116,3014
12117,6332
12118,19567
12119,20507
12120,13426
12121,17739
12122,20071
12123,18116
12124,18487
12125,18684
12126,7437
12127,11303
12128,14326
12129,13930
12130,5012
12131,14974
12132,20610
12133,12306
12134,14712
12135,3849
12136,4209
12137,16771
12138,13496
12139,7650
12140,12808
12141,11157
12142,8676
12143,16006
12144,7546
12145,6910
12146,4390
12147,3593
12148,3296
12149,10173
12150,6480
12151,14198
12152,14568
12153,20566
12154,10279
12155,10657
12156,3730
12157,18209
12158,16081
12159,10134
12160,12898
12161,9087
12162,16490
12163,5518
12164,6105
12165,5553
12166,15385
12167,15831
12168,17067
12169,3937
12170,9110
12171,20132
12172,13757
12173,4527
12174,4902
12175,5642
12176,14022
12177,16158
12178,6536
12179,11995
12180,19590
12181,8027
12182,8145
12183,12253
12184,15914
12185,20624
12186,3920
12187,11218
12188,12425
12189,10566
12190,6621
12191,7342
12192,7261
12193,5556
12194,20095
12195,9020
12196,12002
12197,16947
12198,16732
12199,8462
12200,12861
12201,4544
12202,13395
12203,7024
12204,20296
12205,13083
12206,9806
12207,16514
12208,7512
12209,4552
12210,17334
12211,19237
12212,3553
12213,12539
12214,19962
12215,3475
12216,10747
12217,15950
12218,17129
12219,4167
12220,7607
12221,18469
12222,11456
12223,14292
12224,12865
12225,18592
12226,8669
12227,16517
12228,3412
12229,10526
12230,18121
12231,7516
12232,17062
12233,16891
12234,6977
12235,4668
12236,15160
12237,3268
12238,19554
12239,6640
12240,12643
12241,6330
12242,9003
12243,14348
12244,20707
12245,16717
12246,20373
12247,18855
12248,4921
12249,5547
12250,9434
12251,15784
12252,12681
12253,11457
12254,9152
12255,12931
12256,13957
12257,11795
12258,2441
12259,7309
12260,14060
12261,3250
12262,20649
12263,7983
12264,10852
12265,17331
12266,2663
12267,4098
12268,13194
12269,12204
12270,9708
12271,6783
12272,6625
12273,19419
12274,13639
12275,3152
12276,12011
12277,6119
12278,10633
12279,14547
12280,13890
12281,18590
12282,5249
12283,18235
12284,8756
12285,17291
12286,5940
12287,16055
12288,7905
12289,18925
12290,8996
12291,15881
12292,5261
12293,7442
12294,19365
12295,20331
12296,16701
12297,14295
12298,2384
12299,13609
12300,3189
12301,16617
12302,5794
12303,9580
12304,12485
12305,15186
12306,15537
12307,9369
12308,17731
12309,12758
12310,18611
12311,4023
12312,5407
12313,9462
12314,15114
12315,7275
12316,12532
12317,16934
12318,19703
12319,2534
12320,6177
12321,4987
12322,10504
12323,14443
12324,5316
12325,16265
12326,5687
12327,13164
12328,5465
12329,3697
12330,3985
12331,7189
12332,5091
12333,8097
12334,11154
12335,16695
12336,13668
12337,2574
12338,19538
12339,12646
12340,18601
12341,20612
12342,10975
12343,16299
12344,7513
12345,16660
12346,18112
12347,3036
12348,15657
12349,12420
12350,16994
12351,4827
12352,6385
12353,11073
12354,14883
12355,13796
12356,20387
12357,17761
12358,11301
12359,18988
12360,16829
12361,18829
12362,5721
12363,11974
12364,9079
12365,15649
12366,3083
12367,8143
12368,13708
12369,4255
12370,4012
12371,7374
12372,10178
12373,14474
12374,10033
12375,2925
12376,19602
12377,18072
12378,19183
12379,8590
12380,12736
12381,17050
12382,13012
12383,14891
12384,6359
12385,20020
12386,2963
12387,10654
12388,16289
12389,14898
12390,16260
12391,19334
12392,16620
12393,15357
12394,18718
12395,16401
12396,17746
12397,17108
12398,12444
12399,15956
12400,2721
12401,8920
12402,14900
12403,16931
12404,17378
12405,15262
12406,11812
12407,20402
12408,13550
12409,10115
12410,8477
12411,5815
12412,10581
12413,6373
12414,6533
12415,19208
12416,18997
12417,12777
12418,17003
12419,20011
12420,13179
12421,6298
12422,9281
12423,12482
12424,10002
12425,18300
12426,14804
12427,9468
12428,15309
12429,4406
12430,11142
12431,3768
12432,17685
12433,13181
12434,5730
12435,11350
12436,14892
12437,4019
12438,9037
12439,19130
12440,16684
12441,12841
12442,8453
12443,14016
12444,9685
12445,17653
12446,11427
12447,13273
12448,3163
12449,18485
12450,15528
12451,3677
12452,15248
12453,13069
12454,6018
12455,18204
12456,5726
12457,16481
12458,19005
12459,7393
12460,7472
12461,3255
12462,7897
12463,18199
12464,15514
12465,19608
12466,13365
12467,11083
12468,9141
12469,19377
12470,11575
12471,12400
12472,18032
12473,7810
12474,7407
12475,16387
12476,13667
12477,13739
12478,11219
12479,8770
12480,10631
12481,19228
12482,7717
12483,10049
12484,14134
12485,18989
12486,2507
12487,13357
12488,10287
12489,9139
12490,4755
12491,4414
12492,7170
12493,20577
12494,17913
12495,4782
12496,8536
12497,8950
12498,13763
12499,2627
12500,18582
12501,19326
12502,10196
12503,16279
12504,10965
12505,4473
12506,4008
12507,15046
12508,16628
12509,15696
12510,14832
12511,9300
12512,9982
12513,17419
12514,11318
12515,8866
12516,3592
12517,7862
12518,6361
12519,19158
12520,4313
12521,10651
12522,18873
12523,6504
12524,4599
12525,18961
12526,9036
12527,17414
12528,4919
12529,16825
12530,7475
12531,5930
12532,16396
12533,5446
12534,20616
12535,4067
12536,13641
12537,4249
12538,15181
12539,15706
12540,7922
12541,6428
12542,3963
12543,11252
12544,10795
12545,15680
12546,7276
12547,20307
12548,9389
12549,4636
12550,6270
12551,7021
12552,10870
12553,3359
12554,3793
12555,8121
12556,15916
12557,20176
12558,9278
12559,7991
12560,5766
12561,4733
12562,19688
12563,12481
12564,10846
12565,15154
12566,12682
12567,8329
12568,17603
12569,20589
12570,19151
12571,10197
12572,12027
12573,9304
12574,20255
12575,12960
12576,13599
12577,2591
12578,13288
12579,3458
12580,3711
12581,19710
12582,8337
12583,6831
12584,17564
12585,4720
12586,15896
12587,14763
12588,16430
12589,11229
12590,16822
12591,10592
12592,20702
12593,6734
12594,17669
12595,14539
12596,6950
12597,7536
12598,2822
12599,15328
12600,18428
12601,18133
12602,16697
12603,15441
12604,17715
12605,20253
12606,10899
12607,11866
12608,19531
12609,13832
12610,13945
12611,15931
12612,20118
12613,20079
12614,14862
12615,16632
12616,16499
12617,5424
12618,12217
12619,8802
12620,9062
12621,3788
12622,14603
12623,15247
12624,2453
12625,4508
12626,8890
12627,17474
12628,10063
12629,16871
12630,5810
12631,6810
12632,3724
12633,20240
12634,19096
12635,9422
12636,18890
12637,5230
12638,14135
12639,11222
12640,14691
12641,13401
12642,15666
12643,19719
12644,19695
12645,5997
12646,2611
12647,12352
12648,14117
12649,12773
12650,17137
12651,16733
12652,9979
12653,16611
12654,13653
12655,18447
12656,4208
12657,6041
12658,13885
12659,14058
12660,3369
12661,8855
12662,5513
12663,10259
12664,14232
12665,14294
12666,5530
12667,3258
12668,7337
12669,1720
12670,12484
12671,17306
12672,13257
12673,13481
12674,15651
12675,19595
12676,10152
12677,3218
12678,17830
12679,18618
12680,20221
12681,11329
12682,10503
12683,2394
12684,17080
12685,12967
12686,4734
12687,10805
12688,18613
12689,11906
12690,13222
12691,12876
12692,5696
12693,3297
12694,10271
12695,10527
12696,17627
12697,15362
12698,16861
12699,20700
12700,4546
12701,19031
12702,3631
12703,15029
12704,11621
12705,16074
12706,13051
12707,4726
12708,3702
12709,4725
12710,4525
12711,2647
12712,10962
12713,8829
12714,12275
12715,6692
12716,5301
12717,13021
12718,7416
12719,6173
12720,5280
12721,9869
12722,6122
12723,4153
12724,6654
12725,3321
12726,4174
12727,3029
12728,15229
12729,6200
12730,3537
12731,15110
12732,18226
12733,12398
12734,17711
12735,20046
12736,18640
12737,19489
12738,14088
12739,16971
12740,19927
12741,1721
12742,12393
12743,16950
12744,12181
12745,12794
12746,12558
12747,12293
12748,19596
12749,4102
12750,15216
12751,8772
12752,14476
12753,6420
12754,20646
12755,20308
12756,13212
12757,8287
12758,3092
12759,8024
12760,14200
12761,2776
12762,17670
12763,20326
12764,10725
12765,13150
12766,6885
12767,18253
12768,15885
12769,5723
12770,4907
12771,11183
12772,12066
12773,12375
12774,2512
12775,5613
12776,4212
12777,18926
12778,9242
12779,15363
12780,14760
12781,19522
12782,12670
12783,7704
12784,16142
12785,13664
12786,6389
12787,9175
12788,9881
12789,2469
12790,6940
12791,7158
12792,4163
12793,5539
12794,11684
12795,13215
12796,5412
12797,14843
12798,2742
12799,20185
12800,12358
12801,17047
12802,17320
12803,2629
12804,12989
12805,6896
12806,5601
12807,4433
12808,15720
12809,9015
12810,15824
12811,15713
12812,18503
12813,6590
12814,16291
12815,7495
12816,7439
12817,6764
12818,18279
12819,5283
12820,20235
12821,3806
12822,2788
12823,17258
12824,16111
12825,19783
12826,16275
12827,5279
12828,9719
12829,6554
12830,16866
12831,19913
12832,19424
12833,8705
12834,16497
12835,5131
12836,13677
12837,11445
12838,5104
12839,7500
12840,17597
12841,3617
12842,3048
12843,3040
12844,10746
12845,8151
12846,8594
12847,13505
12848,17550
12849,16221
12850,17076
12851,18842
12852,15225
12853,3093
12854,7757
12855,19181
12856,4957
12857,9508
12858,3179
12859,3126
12860,15310
12861,12955
12862,14090
12863,5572
12864,8133
12865,18866
12866,18502
12867,2395
12868,19973
12869,11998
12870,6795
12871,17443
12872,19355
12873,1722
12874,11624
12875,19239
12876,4173
12877,18114
12878,8914
12879,16336
12880,5464
12881,9327
12882,5042
12883,3076
12884,11669
12885,17674
12886,7238
12887,9348
12888,7853
12889,16828
12890,4320
12891,10532
12892,14417
12893,7206
12894,11289
12895,11494
12896,19429
12897,11529
12898,9734
12899,7435
12900,14889
12901,16792
12902,20335
12903,1723
12904,5736
12905,2760
12906,19210
12907,20423
12908,18632
12909,16513
12910,17144
12911,15382
12912,19187
12913,17993
12914,11391
12915,20642
12916,2724
12917,7422
12918,8805
12919,16521
12920,7543
12921,3785
12922,20486
12923,3883
12924,4328
12925,8718
12926,8781
12927,9502
12928,10582
12929,7421
12930,11315
12931,7264
12932,18474
12933,17457
12934,5402
12935,16590
12936,15003
12937,11677
12938,3747
12939,5069
12940,15393
12941,3229
12942,11187
12943,15892
12944,5683
12945,3474
12946,4336
12947,15233
12948,5267
12949,20674
12950,10289
12951,13608
12952,20521
12953,8957
12954,11687
12955,13887
12956,11025
12957,10613
12958,9703
12959,9938
12960,12447
12961,8808
12962,9323
12963,4616
12964,13434
12965,15034
12966,17912
12967,3868
12968,7790
12969,4553
12970,7658
12971,16970
12972,9928
12973,14868
12974,15708
12975,4612
12976,17150
12977,11479
12978,8361
