SalesOrderID,OrderDate,DueDate,ShipDate,OnlineOrderFlag,CustomerID,CreditCardID,SubTotal,TaxAmt,Freight,TotalDue
43739,2011-06-10,2011-06-22,2011-06-17,1,13563,,3578.27,286.2616,89.4568,3953.9884
43740,2011-06-10,2011-06-22,2011-06-17,1,16527,18137,3578.27,286.2616,89.4568,3953.9884
43741,2011-06-11,2011-06-23,2011-06-18,1,27671,4679,3578.27,286.2616,89.4568,3953.9884
43742,2011-06-11,2011-06-23,2011-06-18,1,13576,17254,3578.27,286.2616,89.4568,3953.9884
43743,2011-06-11,2011-06-23,2011-06-18,1,11007,1546,3399.99,271.9992,84.9998,3756.989
43744,2011-06-11,2011-06-23,2011-06-18,1,16631,12980,3578.27,286.2616,89.4568,3953.9884
43745,2011-06-12,2011-06-24,2011-06-19,1,16514,9626,3578.27,286.2616,89.4568,3953.9884
43746,2011-06-12,2011-06-24,2011-06-19,1,16616,5138,3578.27,286.2616,89.4568,3953.9884
43747,2011-06-13,2011-06-25,2011-06-20,1,27623,16044,3578.27,286.2616,89.4568,3953.9884
43748,2011-06-13,2011-06-25,2011-06-20,1,27625,14948,3578.27,286.2616,89.4568,3953.9884
43749,2011-06-13,2011-06-25,2011-06-20,1,27636,12504,3578.27,286.2616,89.4568,3953.9884
43750,2011-06-13,2011-06-25,2011-06-20,1,11591,15541,3578.27,286.2616,89.4568,3953.9884
43751,2011-06-13,2011-06-25,2011-06-20,1,11592,711,3578.27,286.2616,89.4568,3953.9884
43752,2011-06-13,2011-06-25,2011-06-20,1,13265,2736,3578.27,286.2616,89.4568,3953.9884
43753,2011-06-13,2011-06-25,2011-06-20,1,16482,7588,3578.27,286.2616,89.4568,3953.9884
43754,2011-06-14,2011-06-26,2011-06-21,1,27617,9734,3578.27,286.2616,89.4568,3953.9884
43755,2011-06-14,2011-06-26,2011-06-21,1,27670,14614,3578.27,286.2616,89.4568,3953.9884
43756,2011-06-14,2011-06-26,2011-06-21,1,19941,9528,699.0982,55.9279,17.4775,772.5036
43757,2011-06-14,2011-06-26,2011-06-21,1,11017,12801,3374.99,269.9992,84.3748,3729.364
43758,2011-06-15,2011-06-27,2011-06-22,1,27646,17093,3578.27,286.2616,89.4568,3953.9884
43759,2011-06-15,2011-06-27,2011-06-22,1,13257,11314,3578.27,286.2616,89.4568,3953.9884
43760,2011-06-15,2011-06-27,2011-06-22,1,16352,7485,3578.27,286.2616,89.4568,3953.9884
43761,2011-06-15,2011-06-27,2011-06-22,1,16493,11678,3578.27,286.2616,89.4568,3953.9884
43762,2011-06-16,2011-06-28,2011-06-23,1,27578,4503,3578.27,286.2616,89.4568,3953.9884
43763,2011-06-16,2011-06-28,2011-06-23,1,16525,17110,3578.27,286.2616,89.4568,3953.9884
43764,2011-06-16,2011-06-28,2011-06-23,1,16612,10644,3578.27,286.2616,89.4568,3953.9884
43765,2011-06-16,2011-06-28,2011-06-23,1,11010,10245,3399.99,271.9992,84.9998,3756.989
43766,2011-06-17,2011-06-29,2011-06-24,1,16518,10469,3578.27,286.2616,89.4568,3953.9884
43767,2011-06-17,2011-06-29,2011-06-24,1,11001,8810,3374.99,269.9992,84.3748,3729.364
43768,2011-06-18,2011-06-30,2011-06-25,1,27649,18040,3578.27,286.2616,89.4568,3953.9884
43769,2011-06-18,2011-06-30,2011-06-25,1,21659,7388,3578.27,286.2616,89.4568,3953.9884
43770,2011-06-18,2011-06-30,2011-06-25,1,27614,16136,3578.27,286.2616,89.4568,3953.9884
43771,2011-06-18,2011-06-30,2011-06-25,1,14559,16934,699.0982,55.9279,17.4775,772.5036
43772,2011-06-18,2011-06-30,2011-06-25,1,16524,12834,3578.27,286.2616,89.4568,3953.9884
43773,2011-06-18,2011-06-30,2011-06-25,1,16526,19057,3578.27,286.2616,89.4568,3953.9884
43774,2011-06-18,2011-06-30,2011-06-25,1,16348,1311,3578.27,286.2616,89.4568,3953.9884
43775,2011-06-18,2011-06-30,2011-06-25,1,11027,6918,3399.99,271.9992,84.9998,3756.989
43776,2011-06-19,2011-07-01,2011-06-26,1,13260,10653,3578.27,286.2616,89.4568,3953.9884
43777,2011-06-19,2011-07-01,2011-06-26,1,16515,1850,3578.27,286.2616,89.4568,3953.9884
43778,2011-06-19,2011-07-01,2011-06-26,1,11018,9930,3399.99,271.9992,84.9998,3756.989
43779,2011-06-19,2011-07-01,2011-06-26,1,25252,6901,699.0982,55.9279,17.4775,772.5036
43780,2011-06-20,2011-07-02,2011-06-27,1,11599,17097,3578.27,286.2616,89.4568,3953.9884
43781,2011-06-20,2011-07-02,2011-06-27,1,16495,5269,3578.27,286.2616,89.4568,3953.9884
43782,2011-06-20,2011-07-02,2011-06-27,1,16516,9916,3578.27,286.2616,89.4568,3953.9884
43783,2011-06-20,2011-07-02,2011-06-27,1,16620,4651,3578.27,286.2616,89.4568,3953.9884
43784,2011-06-21,2011-07-03,2011-06-28,1,27667,15794,3578.27,286.2616,89.4568,3953.9884
43785,2011-06-21,2011-07-03,2011-06-28,1,11601,3584,3578.27,286.2616,89.4568,3953.9884
43786,2011-06-21,2011-07-03,2011-06-28,1,11607,12315,3578.27,286.2616,89.4568,3953.9884
43787,2011-06-21,2011-07-03,2011-06-28,1,29385,,3399.99,271.9992,84.9998,3756.989
43788,2011-06-21,2011-07-03,2011-06-28,1,11239,2999,3374.99,269.9992,84.3748,3729.364
43789,2011-06-21,2011-07-03,2011-06-28,1,25865,13143,3374.99,269.9992,84.3748,3729.364
43790,2011-06-21,2011-07-03,2011-06-28,1,25857,2574,3399.99,271.9992,84.9998,3756.989
43791,2011-06-21,2011-07-03,2011-06-28,1,16484,2480,3578.27,286.2616,89.4568,3953.9884
43792,2011-06-21,2011-07-03,2011-06-28,1,16623,3696,3578.27,286.2616,89.4568,3953.9884
43793,2011-06-21,2011-07-03,2011-06-28,1,11000,11981,3399.99,271.9992,84.9998,3756.989
43794,2011-06-21,2011-07-03,2011-06-28,1,11029,103,3399.99,271.9992,84.9998,3756.989
43795,2011-06-22,2011-07-04,2011-06-29,1,27615,10180,3578.27,286.2616,89.4568,3953.9884
43796,2011-06-22,2011-07-04,2011-06-29,1,17956,14408,699.0982,55.9279,17.4775,772.5036
43797,2011-06-22,2011-07-04,2011-06-29,1,16345,3803,3578.27,286.2616,89.4568,3953.9884
43798,2011-06-22,2011-07-04,2011-06-29,1,16521,15729,3578.27,286.2616,89.4568,3953.9884
43799,2011-06-22,2011-07-04,2011-06-29,1,16636,10936,3578.27,286.2616,89.4568,3953.9884
43800,2011-06-23,2011-07-05,2011-06-30,1,21710,1500,3578.27,286.2616,89.4568,3953.9884
43801,2011-06-23,2011-07-05,2011-06-30,1,13583,10067,3578.27,286.2616,89.4568,3953.9884
43802,2011-06-23,2011-07-05,2011-06-30,1,11593,15557,3578.27,286.2616,89.4568,3953.9884
43803,2011-06-24,2011-07-06,2011-07-01,1,21741,2467,3578.27,286.2616,89.4568,3953.9884
43804,2011-06-24,2011-07-06,2011-07-01,1,13585,13404,3578.27,286.2616,89.4568,3953.9884
43805,2011-06-24,2011-07-06,2011-07-01,1,14510,7010,699.0982,55.9279,17.4775,772.5036
43806,2011-06-24,2011-07-06,2011-07-01,1,16523,15755,3578.27,286.2616,89.4568,3953.9884
43807,2011-06-25,2011-07-07,2011-07-02,1,11611,16891,3578.27,286.2616,89.4568,3953.9884
43808,2011-06-25,2011-07-07,2011-07-02,1,13259,10353,3578.27,286.2616,89.4568,3953.9884
43809,2011-06-25,2011-07-07,2011-07-02,1,16350,14752,3578.27,286.2616,89.4568,3953.9884
43810,2011-06-25,2011-07-07,2011-07-02,1,11004,12777,3399.99,271.9992,84.9998,3756.989
43811,2011-06-25,2011-07-07,2011-07-02,1,11026,8888,3399.99,271.9992,84.9998,3756.989
43812,2011-06-26,2011-07-08,2011-07-03,1,27662,7442,3578.27,286.2616,89.4568,3953.9884
43813,2011-06-26,2011-07-08,2011-07-03,1,28390,10022,3374.99,269.9992,84.3748,3729.364
43814,2011-06-26,2011-07-08,2011-07-03,1,25866,1085,3374.99,269.9992,84.3748,3729.364
43815,2011-06-26,2011-07-08,2011-07-03,1,16494,12070,3578.27,286.2616,89.4568,3953.9884
43816,2011-06-26,2011-07-08,2011-07-03,1,16496,14211,3578.27,286.2616,89.4568,3953.9884
43817,2011-06-26,2011-07-08,2011-07-03,1,16519,10904,3578.27,286.2616,89.4568,3953.9884
43818,2011-06-26,2011-07-08,2011-07-03,1,16528,13485,3578.27,286.2616,89.4568,3953.9884
43819,2011-06-26,2011-07-08,2011-07-03,1,11006,5054,3399.99,271.9992,84.9998,3756.989
43820,2011-06-27,2011-07-09,2011-07-04,1,27651,12947,3578.27,286.2616,89.4568,3953.9884
43821,2011-06-27,2011-07-09,2011-07-04,1,27663,6912,3578.27,286.2616,89.4568,3953.9884
43822,2011-06-27,2011-07-09,2011-07-04,1,27669,17504,3578.27,286.2616,89.4568,3953.9884
43823,2011-06-27,2011-07-09,2011-07-04,1,19942,7639,699.0982,55.9279,17.4775,772.5036
43824,2011-06-27,2011-07-09,2011-07-04,1,14558,7138,699.0982,55.9279,17.4775,772.5036
43825,2011-06-27,2011-07-09,2011-07-04,1,16349,16730,3578.27,286.2616,89.4568,3953.9884
43826,2011-06-27,2011-07-09,2011-07-04,1,11008,13554,3374.99,269.9992,84.3748,3729.364
43827,2011-06-27,2011-07-09,2011-07-04,1,25250,7542,699.0982,55.9279,17.4775,772.5036
43828,2011-06-28,2011-07-10,2011-07-05,1,27605,17303,3578.27,286.2616,89.4568,3953.9884
43829,2011-06-28,2011-07-10,2011-07-05,1,27611,3742,3578.27,286.2616,89.4568,3953.9884
43830,2011-06-28,2011-07-10,2011-07-05,1,16347,11691,3578.27,286.2616,89.4568,3953.9884
43831,2011-06-28,2011-07-10,2011-07-05,1,11028,3749,3374.99,269.9992,84.3748,3729.364
43832,2011-06-28,2011-07-10,2011-07-05,1,13584,10429,3578.27,286.2616,89.4568,3953.9884
43833,2011-06-29,2011-07-11,2011-07-06,1,21727,15641,3578.27,286.2616,89.4568,3953.9884
43834,2011-06-29,2011-07-11,2011-07-06,1,28393,16716,3374.99,269.9992,84.3748,3729.364
43835,2011-06-29,2011-07-11,2011-07-06,1,19802,2755,3374.99,269.9992,84.3748,3729.364
43836,2011-06-29,2011-07-11,2011-07-06,1,26620,6966,699.0982,55.9279,17.4775,772.5036
43837,2011-06-29,2011-07-11,2011-07-06,1,11009,,3374.99,269.9992,84.3748,3729.364
43838,2011-06-30,2011-07-12,2011-07-07,1,27641,1178,3578.27,286.2616,89.4568,3953.9884
43839,2011-06-30,2011-07-12,2011-07-07,1,27673,15759,3578.27,286.2616,89.4568,3953.9884
43840,2011-06-30,2011-07-12,2011-07-07,1,17957,16913,699.0982,55.9279,17.4775,772.5036
43841,2011-06-30,2011-07-12,2011-07-07,1,13406,5858,3578.27,286.2616,89.4568,3953.9884
43842,2011-06-30,2011-07-12,2011-07-07,1,16630,17051,3578.27,286.2616,89.4568,3953.9884
43843,2011-07-01,2011-07-13,2011-07-08,0,29955,13712,32940.1556,3174.1988,991.9371,37106.2915
43844,2011-07-01,2011-07-13,2011-07-08,0,29620,5577,20249.94,1943.9942,607.4982,22801.4324
43845,2011-07-01,2011-07-13,2011-07-08,0,29888,2364,8580.0739,823.6669,257.3959,9661.1367
43846,2011-07-01,2011-07-13,2011-07-08,0,29548,5528,919.5201,90.6637,28.3324,1038.5162
43847,2011-07-01,2011-07-13,2011-07-08,0,29539,181,908.8209,86.9292,27.1654,1022.9155
43848,2011-07-01,2011-07-13,2011-07-08,0,29717,15882,18269.946,1753.9148,548.0984,20571.9592
43849,2011-07-01,2011-07-13,2011-07-08,0,29818,14559,20544.7015,1969.9765,615.6177,23130.2957
43850,2011-07-01,2011-07-13,2011-07-08,0,29892,11072,10183.7952,982.9377,307.168,11473.9009
43851,2011-07-01,2011-07-13,2011-07-08,0,29509,8979,6783.7679,651.4975,203.593,7638.8584
43852,2011-07-01,2011-07-13,2011-07-08,0,29855,8043,2024.994,194.3994,60.7498,2280.1432
43853,2011-07-01,2011-07-13,2011-07-08,0,29813,12279,26354.922,2530.0725,790.6477,29675.6422
43854,2011-07-01,2011-07-13,2011-07-08,0,29988,9855,1749.588,167.9604,52.4876,1970.036
43855,2011-07-01,2011-07-13,2011-07-08,0,29946,14454,10993.3516,1058.7224,330.8508,12382.9248
43856,2011-07-01,2011-07-13,2011-07-08,0,29680,18049,2036.394,195.3874,61.0586,2292.84
43857,2011-07-01,2011-07-13,2011-07-08,0,30074,18260,7186.5371,689.052,215.3287,8090.9178
43858,2011-07-01,2011-07-13,2011-07-08,0,29961,3274,13694.3494,1317.0672,411.5835,15423.0001
43859,2011-07-01,2011-07-13,2011-07-08,0,29865,11840,3911.5991,375.2443,117.2639,4404.1073
43860,2011-07-01,2011-07-13,2011-07-08,0,29773,19181,10993.3942,1057.2843,330.4013,12381.0798
43861,2011-07-01,2011-07-13,2011-07-08,0,29749,6675,23401.1062,2244.4088,701.3777,26346.8927
43862,2011-07-01,2011-07-13,2011-07-08,0,29945,6777,31000.7804,2987.8703,933.7095,34922.3602
43863,2011-07-01,2011-07-13,2011-07-08,0,29764,11717,1718.8983,164.9658,51.5518,1935.4159
43864,2011-07-01,2011-07-13,2011-07-08,0,30056,1896,38474.3572,3703.8969,1157.4678,43335.7219
43865,2011-07-01,2011-07-13,2011-07-08,0,30117,4623,13196.0548,1268.2589,396.3309,14860.6446
43866,2011-07-01,2011-07-13,2011-07-08,0,29571,14363,4076.388,391.2268,122.2584,4589.8732
43867,2011-07-01,2011-07-13,2011-07-08,0,29582,1359,32673.0446,3149.2911,984.1535,36806.4892
43868,2011-07-01,2011-07-13,2011-07-08,0,30042,10628,2146.962,206.1084,64.4089,2417.4793
43869,2011-07-01,2011-07-13,2011-07-08,0,30107,6386,49193.9864,4734.607,1479.5647,55408.1581
43870,2011-07-01,2011-07-13,2011-07-08,0,29675,18323,4316.9864,413.6232,129.2572,4859.8668
43871,2011-07-01,2011-07-13,2011-07-08,0,30076,4941,9398.8972,899.949,281.2341,10580.0803
43872,2011-07-01,2011-07-13,2011-07-08,0,30100,3368,11584.459,1110.9858,347.1831,13042.6279
43873,2011-07-01,2011-07-13,2011-07-08,0,29703,15090,41250.4391,3973.725,1241.789,46465.9531
43874,2011-07-01,2011-07-13,2011-07-08,0,29569,13917,419.4589,40.2681,12.5838,472.3108
43875,2011-07-01,2011-07-13,2011-07-08,0,29624,204,121761.9396,11871.5033,3709.8448,137343.2877
43876,2011-07-01,2011-07-13,2011-07-08,0,30091,6005,7135.2649,686.9474,214.6711,8036.8834
43877,2011-07-01,2011-07-13,2011-07-08,0,29925,5343,20628.5745,1977.1163,617.8489,23223.5397
43878,2011-07-01,2011-07-13,2011-07-08,0,29664,7167,4079.988,391.6788,122.3996,4594.0664
43879,2011-07-01,2011-07-13,2011-07-08,0,29510,14729,21718.7639,2087.8858,652.4643,24459.114
43880,2011-07-01,2011-07-13,2011-07-08,0,29789,18316,15479.55,1488.4458,465.1393,17433.1351
43881,2011-07-01,2011-07-13,2011-07-08,0,30111,569,38816.8056,3725.7234,1164.2885,43706.8175
43882,2011-07-01,2011-07-13,2011-07-08,0,29558,11282,2024.994,194.3994,60.7498,2280.1432
43883,2011-07-01,2011-07-13,2011-07-08,0,29724,6126,18320.6894,1763.0175,550.943,20634.6499
43884,2011-07-01,2011-07-13,2011-07-08,0,29861,16665,115696.3313,11215.3536,3504.798,130416.4829
43885,2011-07-01,2011-07-13,2011-07-08,0,29757,13246,68.40,5.928,1.8525,76.1805
43886,2011-07-01,2011-07-13,2011-07-08,0,29698,11745,17358.0101,1664.9942,520.3107,19543.315
43887,2011-07-01,2011-07-13,2011-07-08,0,29493,9478,419.4589,40.2681,12.5838,472.3108
43888,2011-07-01,2011-07-13,2011-07-08,0,29794,12102,14432.8174,1388.4649,433.8953,16255.1776
43889,2011-07-01,2011-07-13,2011-07-08,0,29830,16905,2082.6748,199.3984,62.312,2344.3852
43890,2011-07-01,2011-07-13,2011-07-08,0,29515,14184,75191.9599,7234.307,2260.7209,84686.9878
43891,2011-07-01,2011-07-13,2011-07-08,0,29807,13366,32569.104,3126.3148,976.9734,36672.3922
43892,2011-07-01,2011-07-13,2011-07-08,0,29716,13468,16544.5461,1587.1682,495.9901,18627.7044
43893,2011-07-01,2011-07-13,2011-07-08,0,29905,18480,419.4589,40.2681,12.5838,472.3108
43894,2011-07-01,2011-07-13,2011-07-08,0,30004,4842,32492.604,3118.7048,974.5952,36585.904
43895,2011-07-01,2011-07-13,2011-07-08,0,29742,11011,32459.9278,3121.4886,975.4652,36556.8816
43896,2011-07-01,2011-07-13,2011-07-08,0,29866,8991,4345.8268,416.1227,130.0383,4891.9878
43897,2011-07-01,2011-07-13,2011-07-08,0,29522,17861,51235.0091,4912.9311,1535.291,57683.2312
43898,2011-07-01,2011-07-13,2011-07-08,0,29705,6452,50948.9161,4908.5808,1533.9315,57391.4284
43899,2011-07-01,2011-07-13,2011-07-08,0,29906,7475,11942.5965,1147.8551,358.7047,13449.1563
43900,2011-07-01,2011-07-13,2011-07-08,0,29880,8663,34628.298,3323.6782,1038.6494,38990.6256
43901,2011-07-01,2011-07-13,2011-07-08,0,29901,9973,22717.5954,2177.0702,680.3344,25575.00
43902,2011-07-01,2011-07-13,2011-07-08,0,29507,13160,52803.4477,5091.7865,1591.1833,59486.4175
43903,2011-07-01,2011-07-13,2011-07-08,0,29968,13420,20.1865,1.6149,0.5047,22.3061
43904,2011-07-01,2011-07-13,2011-07-08,0,30095,13104,11361.2706,1093.5814,341.7442,12796.5962
43905,2011-07-01,2011-07-13,2011-07-08,0,29846,10234,9880.2666,950.9438,297.1699,11128.3803
43906,2011-07-01,2011-07-13,2011-07-08,0,29523,15321,32971.323,3162.1366,988.1677,37121.6273
43907,2011-07-01,2011-07-13,2011-07-08,0,29791,4835,14660.3024,1407.7759,439.93,16508.0083
43908,2011-07-01,2011-07-13,2011-07-08,0,29731,161,2561.5408,246.3213,76.9754,2884.8375
43909,2011-07-01,2011-07-13,2011-07-08,0,29787,11815,25493.3215,2461.1244,769.1014,28723.5473
43910,2011-07-01,2011-07-13,2011-07-08,0,29963,8103,19411.9336,1867.3968,583.5615,21862.8919
43911,2011-07-01,2011-07-13,2011-07-08,0,29617,10270,19734.8665,1896.6545,592.7045,22224.2255
43912,2011-07-01,2011-07-13,2011-07-08,0,29853,12177,13078.2699,1258.9537,393.423,14730.6466
43913,2011-07-01,2011-07-13,2011-07-08,0,29774,15798,36724.0974,3522.2975,1100.718,41347.1129
43914,2011-07-01,2011-07-13,2011-07-08,0,29521,1660,8152.776,782.4537,244.5168,9179.7465
43915,2011-07-01,2011-07-13,2011-07-08,0,29688,11781,4049.988,388.7988,121.4996,4560.2864
43916,2011-07-01,2011-07-13,2011-07-08,0,29511,6264,39450.7884,3788.8057,1184.0018,44423.5959
43917,2011-07-01,2011-07-13,2011-07-08,0,29885,2470,21356.1593,2050.8186,640.8808,24047.8587
43918,2011-07-01,2011-07-13,2011-07-08,1,22041,11637,3578.27,286.2616,89.4568,3953.9884
